商品ｺｰﾄﾞ,商品名,商品名索引,単位
750112I001005,AES 117-K3 MADT90 ｼｬｲﾝｸﾞﾚｰ,AES 117-K3,ｋｇ
750112I002001,C2193 ｸﾛ　500kg/回,C2193 ｸﾛ,ｋｇ
750112I003001,SK-50 023884 ｱｲﾎﾞﾘｰ,SK-50 0238,ｋｇ
750112I003002,SK-50 023383 ﾐﾙｷｰﾎﾜｲﾄ,SK-50 0233,ｋｇ
750112I003003,SK-50 081947 ﾌﾞﾛﾝｽﾞ,SK-50 0819,ｋｇ
750112I003004,SK-50 930229 ﾌﾞﾗｯｸ,SK-50 9302,ｋｇ
750112I003005,SK-50 HUV2540A SGY,SK-50 HUV2,ｋｇ
750112I004001,ｴﾗｽﾄﾏｰﾊﾟｯｷﾝ材(巻物),ｴﾗｽﾄﾏｰﾊﾟｯｷ,ｍ
750112I005001,ｽｲｰﾄｺｰﾝｼｬﾌﾄｶﾊﾞｰ L=1210 50本,ｽｲｰﾄｺｰﾝ,本
750112I005002,ｽｲｰﾄｺｰﾝｼｬﾌﾄ 成形品ｶﾊﾞｰ L=1210,ｽｲｰﾄｺｰﾝ,本
750112I005003,ｽｲｰﾄｺｰﾝｼｬﾌﾄｶﾊﾞｰ L=1210 200本,ｽｲｰﾄｺｰﾝ,本
750112I006001,ﾍﾞｰｽﾗｲﾅｰｺ型 L=2000以下(箱無し､紐縛り,ﾍﾞｰｽﾗｲﾅｰ,ｍ
750112I006002,ﾍﾞｰｽﾗｲﾅｰ ｺ型 L=2000(箱無し､紐縛り),ﾍﾞｰｽﾗｲﾅｰ,本
750112I006003,ﾍﾞｰｽﾗｲﾅｰｺ型 L=2001以上(箱無し､紐縛り,ﾍﾞｰｽﾗｲﾅｰ,ｍ
750112I006004,ﾍﾞｰｽﾗｲﾅｰ ｺ型 L=2000以下(段ﾎﾞｰﾙ入,ﾍﾞｰｽﾗｲﾅｰ,ｍ
750112I006005,ﾍﾞｰｽﾗｲﾅｰ ｺ型 L=2001以上(段ﾎﾞｰﾙ入,ﾍﾞｰｽﾗｲﾅｰ,ｍ
750112I007001,丸型ﾊﾟｯｷﾝ材,ﾏﾙｶﾞﾀﾊﾟｯｷﾝ,ｍ
750112I008001,消音樹脂材 L=1657(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008002,消音樹脂材 L=1658(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008003,消音樹脂材 L=1660(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008004,消音樹脂材 L=1680(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008005,消音樹脂材 L=1732(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008006,消音樹脂材 L=1837(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008007,消音樹脂材 L=1840(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008008,消音樹脂材 L=1937(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008009,消音樹脂材 L=2137(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008010,消音樹脂材 L=2237(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008011,消音樹脂材 L=2487(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008012,消音樹脂材 L=3018(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008013,消音樹脂材 L=3038(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008014,消音樹脂材 L=4000(原料支給),ｼｮｳｵﾝｼﾞｭｼｻ,本
750112I008015,消音樹脂材(原料支給の場合),ｼｮｳｵﾝｼﾞｭｼ,本
750112I008016,消音樹脂材(原料東穂手配の場合),ｼｮｳｵﾝｼﾞｭｼ,本
750112I009001,粘着付ｱｸﾘﾙﾊﾟｯｷﾝ ｺの字2mm用 L=1200,ﾈﾝﾁｬｸﾂｷｱｸﾘ,本
750112I009002,粘着付ｱｸﾘﾙﾊﾟｯｷﾝ ｺの字2mm用 L=1200,ﾈﾝﾁｬｸﾂｷｱｸﾘ,本
750112I009003,粘着付ｱｸﾘﾙﾊﾟｯｷﾝ ｺの字2mm用 L=1200,ﾈﾝﾁｬｸﾂｷｱｸﾘ,本
750112I009004,粘着付ｱｸﾘﾙﾊﾟｯｷﾝ ｺの字2mm用 L=1200,ﾈﾝﾁｬｸﾂｷｱｸﾘ,本
750112I009005,粘着付ｱｸﾘﾙﾊﾟｯｷﾝ ｺの字2mm用 L=1200,ﾈﾝﾁｬｸﾂｷｱｸﾘ,本
750112I009006,粘着付ｱｸﾘﾙﾊﾟｯｷﾝ ｺの字2mm用 L=1500,ﾈﾝﾁｬｸﾂｷｱｸﾘ,本
750112I009007,粘着付ｱｸﾘﾙﾊﾟｯｷﾝ ｺの字2mm用 L=1600,ﾈﾝﾁｬｸﾂｷｱｸﾘ,本
750112I010001,ﾄﾞｱ枠養生ｶﾊﾞｰ L=2030mm 3500本/回,ﾄﾞｱﾜｸﾖｳｼﾞｮ,本
750132I001001,DNKｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ3mm(ﾛｯﾄ500m以下/回),ｸﾞﾚﾁｬﾝ3mm,ｍ
750132I001002,DNKｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ3mm(600～1500以下/回),ｸﾞﾚﾁｬﾝ3mm,ｍ
750132I001003,DNKｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ3mm(1600～2500以下),ｸﾞﾚﾁｬﾝ3mm,ｍ
750132I001004,DNkｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ3mm(2600m以上/回),ｸﾞﾚﾁｬﾝ3mm,ｍ
750132I002001,DNKｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ4mm(ﾛｯﾄ500m以下/回),ｸﾞﾚﾁｬﾝ4mm,ｍ
750132I002002,DNKｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ4mm(600～1500以下/回),ｸﾞﾚﾁｬﾝ4mm,ｍ
750132I002003,DNKｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ4mm(1600～2500以下),ｸﾞﾚﾁｬﾝ4mm,ｍ
750132I002004,DNKｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ4mm(2600m以上/回),ｸﾞﾚﾁｬﾝ4mm,ｍ
750132I003001,TGA346P ｴﾗｽﾄﾏｰ (ｴﾗｽﾄﾏｰ8×9ﾋﾞｰﾄ),TGA346P,ｍ
750132I004001,TKD-02,TKD-02,ｍ
750132I005001,TKD-10,TKD-10,ｍ
750132I006001,TKD-190,TKD-190,ｍ
750132I006101,TKD-190 黒 (ｱﾆｰﾙ処理),TKD-190,ｍ
750132I007001,TKD-200  ﾎﾜｲﾄ (ｱﾆｰﾙ処理),TKD-200,ｍ
750132I007002,TKD-200 ｼﾙﾊﾞｰ(ｱﾆｰﾙ処理品),TKD-200 ｼﾙ,ｍ
750132I007003,TKD-200 ｳｽ茶(ｱﾆｰﾙ処理),TKD-200 ｸﾛ,ｍ
750132I007004,TKD-200 黒(ｱﾆｰﾙ処理),TKD-200 ｸﾛ,ｍ
750132I007005,TKD-200(S-PVC),TKD-200,ｍ
750132I008001,TKD-200D　道内,TKD-200D,ｍ
750132I008002,TKD-200D　道外,TKD-200D,ｍ
750132I009001,TKD-200U　道内,TKD-200U,ｍ
750132I009002,TKD-200U　道外,TKD-200U,ｍ
750132I010001,TQC-A,TQC-A,ｍ
750132I011001,TQC-B,TQC-B,ｍ
750132I012001,TQC-C,TQC-C,ｍ
750132I013001,戸当り D型36 ETD36-2150白(袋入)1200m,ﾄｱﾀﾘ Dｶﾞﾀ,本
750132I013002,戸当り D型36 ETD36-2150黒(袋入)1200m,ﾄｱﾀﾘ Dｶﾞﾀ,本
750132I013003,戸当り D型36 ETD36-2150黄(袋入)1200m,ﾄｱﾀﾘ Dｶﾞﾀ,本
750132I013004,戸当り D型36 ETD36-2150青(袋入)1200m,ﾄｱﾀﾘ Dｶﾞﾀ,本
750132I013005,戸当り D型36 ETD36-2150赤(袋入)1200m,ﾄｱﾀﾘ Dｶﾞﾀ,本
750132I013006,戸当り D型36 ETD36-2150桃(袋入)1200m,ﾄｱﾀﾘ Dｶﾞﾀ,本
750132I013007,戸当り D型36 ETD36-2150緑(袋入)1200m,ﾄｱﾀﾘ Dｶﾞﾀ,本
750132I013008,ﾌｪｱﾘｰ戸当り ETD36-2450 白 袋入 3色,ﾌｪｱﾘｰﾄｱﾀﾘﾘ,本
750132I013009,ﾌｪｱﾘｰ戸当り ETD36-2450 黒 袋入 3色,ﾌｪｱﾘｰﾄｱﾀﾘ,本
750132I013010,ﾌｪｱﾘｰ戸当り ETD36-2450 黄 袋入 3色,ﾌｪｱﾘｰﾄｱﾀﾘﾘ,本
750132I013011,戸当り D型36(発泡中空品)320～500,ﾄｱﾀﾘ Dｶﾞﾀ,本
750132I013012,戸当り D型36(発泡中空品)500～150,ﾄｱﾀﾘ Dｶﾞﾀ,本
750132I013013,ﾌｪｱﾘｰ戸当り ETD36-2450 うす茶 袋入,ﾌｪｱﾘｰﾄｱﾀﾘﾘ,本
750132I013014,ﾌｪｱﾘｰ戸当り ETD36-2450 赤 袋入,ﾌｪｱﾘｰﾄｱﾀﾘﾘ,本
750132I013015,ﾌｪｱﾘｰ戸当り ETD36-2450 青 袋入,ﾌｪｱﾘｰﾄｱﾀﾘﾘ,本
750132I013016,ﾌｪｱﾘｰ戸当り ETD36-2450 緑 袋入,ﾌｪｱﾘｰﾄｱﾀﾘﾘ,本
750132I013017,ﾌｪｱﾘｰ戸当り ETD36-2450 桃 袋入,ﾌｪｱﾘｰﾄｱﾀﾘﾘ,本
750132I014001,戸当り ETD25-2450 白(袋入)500～1800m,ﾄｱﾀﾘ ETD25,本
750132I014002,戸当り ETD25-2450 黒(袋入)500～1800m,ﾄｱﾀﾘ ETD25,本
750132I014003,戸当り ETD25-2450 黄(袋入)500～1800m,ﾄｱﾀﾘ ETD25,本
750132I014004,戸当り ETD25-2450 ｳｽ茶(袋入)～1800m,ﾄｱﾀﾘ ETD25,本
750132I015001,戸当りｸｯｼｮﾝ材,ﾄｱﾀﾘｸｯｼｮﾝ,本
750132I016001,袋代(袋+手間賃),ﾌｸﾛﾀﾞｲ,ｍ
750132I017001,両面ﾃｰﾌﾟ代+貼り加工賃,ﾘｮｳﾒﾝﾃｰﾌﾟ,ｍ
750172I001001,ﾃﾞｨｯﾌﾟｷｬｯﾌﾟ 12φ 100～990個,ｷｬｯﾌﾟ,個
750172I001002,ﾃﾞｨｯﾌﾟｷｬｯﾌﾟ 12φ 1000個以上,ｷｬｯﾌﾟ,個
750172I002001,ﾃﾞｨｯﾌﾟｷｬｯﾌﾟ 16φ 100～990個,ｷｬｯﾌﾟ,個
750172I002002,ﾃﾞｨｯﾌﾟｷｬｯﾌﾟ 16φ 1000個以上,ｷｬｯﾌﾟ,個
750172I003001,ﾃﾞｨｯﾌﾟｷｬｯﾌﾟ 20φ 100～990個,ｷｬｯﾌﾟ,個
750172I003002,ﾃﾞｨｯﾌﾟｷｬｯﾌﾟ 20φ 1000個以上,ｷｬｯﾌﾟ,個
750172I004001,ﾎﾟﾘｶﾊﾟｲﾌﾟｷｬｯﾌﾟ付 12*125cm 100本/回,ﾎﾟﾘｶﾊﾟｲﾌﾟ,本
750172I004002,ﾎﾟﾘｶﾊﾟｲﾌﾟｷｬｯﾌﾟ付 12*125cm 200本/回,ﾎﾟﾘｶﾊﾟｲﾌﾟ,本
750172I004003,ﾎﾟﾘｶﾊﾟｲﾌﾟｷｬｯﾌﾟ付 12*125cm 300本/回,ﾎﾟﾘｶﾊﾟｲﾌﾟ,本
750172I005001,ﾎﾟﾘｶﾊﾟｲﾌﾟｷｬｯﾌﾟ付 16*125cm 100本/回,ﾎﾟﾘｶﾊﾟｲﾌﾟ,本
750172I005002,ﾎﾟﾘｶﾊﾟｲﾌﾟｷｬｯﾌﾟ付 16*125cm 200本/回,ﾎﾟﾘｶﾊﾟｲﾌﾟ,本
750172I005003,ﾎﾟﾘｶﾊﾟｲﾌﾟｷｬｯﾌﾟ付 16*125cm 300本/回,ﾎﾟﾘｶﾊﾟｲﾌﾟ,本
750172I006001,ﾎﾟﾘｶﾊﾟｲﾌﾟｷｬｯﾌﾟ付 20*125cm 100本/回,ﾎﾟﾘｶﾊﾟｲﾌﾟ,本
750172I006002,ﾎﾟﾘｶﾊﾟｲﾌﾟｷｬｯﾌﾟ付 20*125cm 200本/回,ﾎﾟﾘｶﾊﾟｲﾌﾟ,本
750172I006003,ﾎﾟﾘｶﾊﾟｲﾌﾟｷｬｯﾌﾟ付 20*125cm 300本/回,ﾎﾟﾘｶﾊﾟｲﾌﾟ,本
750181D001002,降り棟 466mm(100本)*,,
750181D001003,降り棟 466mm(200本～),200,
750181D001004,降り棟 466mm(50本)使用ｼﾅｲ,50,
750181D001005,降り棟 成形品,ﾌﾘﾑﾈ ｾｲｹｲﾋ,
750192I001001,ﾎﾞｯｸｽ固定枠(ｱﾝｸﾞﾙ部)　白,ﾎﾞｯｸｽｺﾃｲ,本
750192I001011,ﾎﾞｯｸｽ固定枠 L=1520mm 350～400本,ﾎﾞｯｸｽｺﾃｲﾜｸ,本
750192I001012,ﾎﾞｯｸｽ固定枠 L=1520mm 700～800本,ﾎﾞｯｸｽｺﾃｲﾜｸ,本
752022I001001,100型単板用ｶﾞﾗｽﾗｲﾅｰ 2*9*30,ｶﾞﾗｽﾗｲﾅｰ,個
752022I002001,5-A12-5横用ｱﾀｯﾁﾒﾝﾄ L=3600,,本
752022I003001,80型ｶﾞﾗｽﾗｲﾅｰ 2*18.5*30(H28.4月ﾖﾘ変更,ｶﾞﾗｽﾗｲﾅｰ,個
752022I004001,80型ｶﾞﾗｽﾗｲﾅｰ 5*18.5*30(H28.4月ﾖﾘ変更,ｶﾞﾗｽﾗｲﾅｰ,個
752022I005001,80型単板ｱﾀｯﾁﾒﾝﾄ上用 L=3600,ﾀﾝｲﾀｱﾀｯﾁﾒﾝ,本
752022I006001,80型単板ｱﾀｯﾁﾒﾝﾄ下用 L=3600,ﾀﾝｲﾀｱﾀｯﾁﾒﾝ,本
752022I007001,L字型 L=2000,Lｼﾞｶﾞﾀ,本
752022I008001,L字目板 L=3800,,本
752022I008002,L字目板 L=3800 運賃なし,,本
752022I009001,MZｸﾞﾚﾁｬﾝ3-4mm用 L=200m,ｸﾞﾚﾁｬﾝ,ｍ
752022I010001,MZｸﾞﾚﾁｬﾝ4mm用 L=200m,ｸﾞﾚﾁｬﾝ,ｍ
752022I011001,MZｸﾞﾚﾁｬﾝ5-6mm用 L=200m,ｸﾞﾚﾁｬﾝ,ｍ
752022I012001,MZｸﾞﾚﾁｬﾝ5-6mm用 L=200m(改),ｸﾞﾚﾁｬﾝ,ｍ
752022I013001,ｺ型ｱﾝｸﾞﾙ,,本
752022I014001,阿部式木枠ｶﾊﾞｰ L=3800,,本
752022I015001,煙返しﾋﾞｰﾄ,,ｍ
752022I016001,戸当ｶﾊﾞｰ L=3600,ﾄｱﾀﾘ,本
752022I017001,戸当り気密材SC7103,ﾄｱﾀﾘ,ｍ
752022I018001,硬質ﾋﾞｰﾄ 3-1Bたて L=2700,ｺｳｼﾂﾋﾞｰﾄ,本
752022I019001,硬質ﾋﾞｰﾄ 3-2B上下 L=2700,ｺｳｼﾂﾋﾞｰﾄ,本
752022I020001,硬質ﾋﾞｰﾄ 5-1Bたて L=2700,ｺｳｼﾂﾋﾞｰﾄ,本
752022I021001,硬質ﾋﾞｰﾄ 5-2B上下 L=2700,ｺｳｼﾂﾋﾞｰﾄ,本
752022I022001,先付けﾋﾞｰﾄ (ﾌｸﾋﾞ),ｻｷﾂﾞｹ,本
752022I023001,平板(1x65x2000) L=2000,ﾋﾗｲﾀ,本
752022I024001,目板45㎜ L=3800,ﾒｲﾀ45mm,本
752022I024002,目板45mm L=3800 運賃なし,ﾒｲﾀ45mm,本
752022I025001,目板60mm L=3800,ﾒｲﾀ60mm,本
752022I025002,目板60mm L=3800 運賃なし,ﾒｲﾀ60mm,本
752022I026001,目板80㎜ L=3800,ﾒｲﾀ80mm,本
752022I026002,目板80mm L=3800 運賃なし,ﾒｲﾀ80mm,本
752022I027001,目板95mm L=3800,ﾒｲﾀ95mm,本
752022I027002,目板95mm L=3800 運賃なし,ﾒｲﾀ95mm,本
752022I028001,目板150mm L=3800,ﾒｲﾀ150mm,本
752022I028002,目板150mm L=3800 運賃なし,ﾒｲﾀ150mm,本
752022I029001,目板150mm L=3800 くさびなし,ﾒｲﾀ150mm,本
752022I029002,目板150mm くさびなし 運賃なし,ﾒｲﾀ150mm,本
752051D001001,ZPA283 配線ｹｰﾌﾞﾙ干渉防止材,,本
752051D001002,ZPA283S 配線ｹｰﾌﾞﾙ干渉防止材,ZPA,本
752051D001003,ZPAC200 配線ｹｰﾌﾞﾙ干渉防止材,ZPAC200ﾊｲｾ,
752082I001001,ｱﾐ戸用ﾊﾟｯｷﾝ FG025L,ｱﾐﾄﾞﾖｳﾊﾟｯｷ,ｍ
752082I002001,ｾｷ板ﾊﾟｯｷﾝFG-001T L=2000,ｾｷｲﾀ,本
752082I003001,下網用ﾊﾟｯｷﾝFG-100P L=3000,ｼﾀｱﾐﾖｳ,本
752142I001001,水切りｺｰﾅｰｶﾞｰﾄﾞ,ﾐｽﾞｷﾘｺｰﾅｰ,ｍ
753001D001001,家具転倒防止ﾏｯﾄ30cm UEQ-301,ｶｸﾞﾃﾝﾄｳﾎﾞｳ,本
754022I000101,3Dﾌﾟﾘﾝﾀｰ用ﾌｨﾗﾒﾝﾄ Type-B,3Dﾌﾟﾘﾝﾀｰﾖｳ,巻
754052I001001,ｼｪｰﾄﾞｶﾊﾞｰ(DR-31676) L=305 (100本/回),ｼｪｰﾄﾞｶﾊﾞｰ,本
754052I001002,ｼｪｰﾄﾞｶﾊﾞｰ(DR-31676) L=305 (500本/回),ｼｪｰﾄﾞｶﾊﾞｰ,本
754052I001003,ｼｪｰﾄﾞｶﾊﾞｰ(DR-31676) L=305 (800本/回),ｼｪｰﾄﾞｶﾊﾞｰ,本
754052I001004,ｼｪｰﾄﾞｶﾊﾞｰ(DR-31676) L=545 (100本/回),ｼｪｰﾄﾞｶﾊﾞｰ,本
754052I001005,ｼｪｰﾄﾞｶﾊﾞｰ(DR-31676) L=545 (500本/回),ｼｪｰﾄﾞｶﾊﾞｰ,本
754052I001006,ｼｪｰﾄﾞｶﾊﾞｰ(DR-31676) L=545 (800本/回),ｼｪｰﾄﾞｶﾊﾞｰ,本
754052I002001,照明ｶﾊﾞｰ(DR-31677) L=305 (100本/回),ｼｮﾒｲｶﾊﾞｰ,本
754052I002002,照明ｶﾊﾞｰ(DR-31677) L=305 (500本/回),ｼｮﾒｲｶﾊﾞｰ,本
754052I002003,照明ｶﾊﾞｰ(DR-31677) L=305 (800本/回),ｼｮﾒｲｶﾊﾞｰ,本
754052I002004,照明ｶﾊﾞｰ(DR-31677) L=545 (100本/回),ｼｮﾒｲｶﾊﾞｰ,本
754052I002005,照明ｶﾊﾞｰ(DR-31677) L=545 (500本/回),ｼｮﾒｲｶﾊﾞｰ,本
754052I002006,照明ｶﾊﾞｰ(DR-31677) L=545 (800本/回),ｼｮﾒｲｶﾊﾞｰ,本
754062I001001,ｻｲｼﾞﾝｸﾞ目地材 L=3000,ｻｲｼﾞﾝｸﾞ,本
754072I001001,3φ無垢(透明) L=100m*20,3ﾑｸ,式
754072I002001,溶着止水目地 10φ(100～400m/回),ﾖｳﾁｬｸｼｽｲ,本
754072I002002,溶着止水目地 10φ(500～1400m/回),ﾖｳﾁｬｸｼｽｲ,本
754072I002003,溶着止水目地 10φ(1500～3400m/回,ﾖｳﾁｬｸｼｽｲ,本
754072I002004,溶着止水目地 10φ(3500～7000m/回,ﾖｳﾁｬｸｼｽｲ,本
754072I002011,溶着止水目地 10φ V30用 L=965mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002012,溶着止水目地 10φ V34用 L=1175mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002013,溶着止水目地 10φ V40用 L=1280mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002014,溶着止水目地 10φ V45用 L=1430mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002015,溶着止水目地 10φ V50用 L=1580mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002016,溶着止水目地 10φ V60用 L=1880mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002021,溶着止水目地 10φ V30用 L=965mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002022,溶着止水目地 10φ V34用 L=1175mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002023,溶着止水目地 10φ V40用 L=1280mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002024,溶着止水目地 10φ V45用 L=1430mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002025,溶着止水目地 10φ V50用 L=1580mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002026,溶着止水目地 10φ V60用 L=1880mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002031,溶着止水目地 10φ V30用 L=965mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002032,溶着止水目地 10φ V34用 L=1175mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002033,溶着止水目地 10φ V40用 L=1280mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002034,溶着止水目地 10φ V45用 L=1430mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002035,溶着止水目地 10φ V50用 L=1580mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I002036,溶着止水目地 10φ V60用 L=1880mm,ﾖｳﾁｬｸｼｽｲﾒｼ,本
754072I003001,溶着止水目地 10φ用ｷｬｯﾌﾟ,ﾖｳﾁｬｸｷｬｯﾌﾟ,個
754072I003002,10φ用二次加工 ｱﾆｰﾙ処理,ﾖｳﾁｬｸｱﾆｰﾙ,本
754072I003003,10φ用二次加工 先端ｷｬｯﾌﾟ+挿入,ﾖｳﾁｬｸｷｬｯﾌﾟ,本
754072I003004,10φ用二次加工 定寸切断(先端斜ｶｯﾄ含),ﾖｳﾁｬｸｶｯﾄ,本
754072I004001,溶着止水目地 15φ(100～400m/回),ﾖｳﾁｬｸｼｽｲ,本
754072I004002,溶着止水目地 15φ(500～1400m/回),ﾖｳﾁｬｸｼｽｲ,本
754072I004003,溶着止水目地 15φ(1500～2400m/回,ﾖｳﾁｬｸｼｽｲ,本
754072I004004,溶着止水目地 15φ(2500～4500m/回,ﾖｳﾁｬｸｼｽｲ,本
754072I004011,溶着止水目地 15φ V70用 L=2174mm,ﾖｳﾁｬｸｼｽｲ,本
754072I004012,溶着止水目地 15φ V80用 L=2486mm,ﾖｳﾁｬｸｼｽｲ,本
754072I004021,溶着止水目地 15φ V70用 L=2174mm,ﾖｳﾁｬｸｼｽｲ,本
754072I004022,溶着止水目地 15φ V80用 L=2486mm,ﾖｳﾁｬｸｼｽｲ,本
754072I004031,溶着止水目地 15φ V70用 L=2174mm,ﾖｳﾁｬｸｼｽｲ,本
754072I004032,溶着止水目地 15φ V80用 L=2486mm,ﾖｳﾁｬｸｼｽｲ,本
754072I005001,溶着止水目地 15φ用ｷｬｯﾌﾟ,ﾖｳﾁｬｸｷｬｯﾌﾟ,個
754072I005002,15φ用二次加工 ｱﾆｰﾙ処理,ﾖｳﾁｬｸｱﾆｰﾙ,本
754072I005003,15φ用二次加工 先端ｷｬｯﾌﾟ+挿入,ﾖｳﾁｬｸｷｬｯﾌﾟ,本
754072I005004,15φ用二次加工 定寸切断(先端斜ｶｯﾄ含),ﾖｳﾁｬｸｶｯﾄ,本
754092I001001,P型ﾊﾟｯｷﾝ(両面ﾃｰﾌﾟ付),Pｶﾞﾀﾊﾟｯｷﾝ,ｍ
754092I002001,ｶｲﾀﾞﾝ 50㎜ L=3600,ｶｲﾀﾞﾝ,本
754092I003001,ｶｲﾀﾞﾝ 75㎜ L=3600,ｶｲﾀﾞﾝ,本
754092I004001,ｶｲﾀﾞﾝ 100㎜ L=3600,ｶｲﾀﾞﾝ,本
754092I005001,ｺの字型 100mm L=3600,ｺﾉｼﾞ,本
754092I006001,ｼｮｰﾄｽﾄﾘｯﾌﾟﾌﾞﾚｰｶｰ　L=2440（北冷ｹｰｽ）,ｼｮｰﾄｽﾄﾘｯﾌﾟ,本
754092I007001,ﾌﾟﾗｲｽｶｰﾄﾞ m型　L=50,ﾌﾟﾗｲｽｶｰﾄﾞ,個
754092I008001,ﾌﾟﾗｲｽｶｰﾄﾞ入れ L=1825,ﾌﾟﾗｲｽｶｰﾄﾞ,本
754092I009001,北冷棒材(Ⅰ)L=3600 ｺの字型 50mm,ﾎｸﾚｲﾎﾞｳｻﾞｲ,本
754092I010001,北冷棒材(Ⅱ)L=3600 ｺの字型 75mm,ﾎｸﾚｲﾎﾞｳｻﾞｲ,本
754101D001001,0.8mmｺﾉ字ｶﾊﾞｰ ﾐﾗｽﾄﾏｰ7030N,,
754101D002001,粘着付自在ﾌﾞｯｼｭ 2mm用 DB-1 30m巻,,
754101D002002,粘着付自在ﾌﾞｯｼｭ 3mm用 DB-2 30m巻,,巻
754101D002003,粘着付自在ﾌﾞｯｼｭ 6.5mm用 DB-3 30m巻,,
754112I001001,台車ﾊﾟｯｷﾝ(15×20) L=1350,ﾀﾞｲｼｬﾊﾟｯｷﾝ,本
754112I001002,台車ﾊﾟｯｷﾝ(15×20) L=1500,ﾀﾞｲｼｬﾊﾟｯｷﾝ,本
754112I001003,台車ﾊﾟｯｷﾝ(15×20) L=1600,ﾀﾞｲｼｬﾊﾟｯｷﾝ,本
754112I001004,台車ﾊﾟｯｷﾝ(15x20) L=1620,ﾀﾞｲｼｬﾊﾟｯｷﾝ,本
754112I002001,台車ﾊﾟｯｷﾝ(4x20)10h L=2050,ﾀﾞｲｼｬﾊﾟｯｷﾝ,本
754112I003001,台車ﾊﾟｯｷﾝ(6x20)15h L=2050,ﾀﾞｲｼｬﾊﾟｯｷﾝ,本
754122I001001,ｷｰｽﾄﾝｸﾘｯﾌﾟ L=1910,ｷｰｽﾄﾝｸﾘｯﾌﾟ,本
754122I001002,ｷｰｽﾄﾝｸﾘｯﾌﾟ L=2465,ｷｰｽﾄﾝｸﾘｯﾌﾟ,本
754122I001003,ｷｰｽﾄﾝｸﾘｯﾌﾟ L=2685,ｷｰｽﾄﾝｸﾘｯﾌﾟ,本
754122I001004,ｷｰｽﾄﾝｸﾘｯﾌﾟ L=2795,ｷｰｽﾄﾝｸﾘｯﾌﾟ,本
754122I001005,ｷｰｽﾄﾝｸﾘｯﾌﾟ L=2985,ｷｰｽﾄﾝｸﾘｯﾌﾟ,本
754122I001006,ｷｰｽﾄﾝｸﾘｯﾌﾟ 2000ｍ/回以上,ｷｰｽﾄﾝｸﾘｯﾌﾟ,本
754122I002001,消音ﾁｭｰﾌﾞ,ｼｮｳｵﾝﾁｭｰﾌﾞ,本
754132I001001,戸当気密材(PVC-7.6φ) 450m～600m/回,ﾄｱﾀﾘｷﾐﾂｻﾞｲ,ｍ
754132I001002,戸当気密材(PVC-7.6φ) 750m～1200m/回,ﾄｱﾀﾘｷﾐﾂｻﾞｲ,ｍ
754132I001003,戸当気密材(PVC-7.6φ) 1350～5000/回,ﾄｱﾀﾘｷﾐﾂｻﾞｲ,ｍ
754132I001004,戸当気密材(PVC-7.6φ) 450m/回,ﾄｱﾀﾘｷﾐﾂｻﾞｲ,ｍ
